species,Latin Genus,Latin Species,Latitude,Leaf calcium content per leaf dry mass,Leaf nitrogen content per leaf dry mass,Leaf phosphorus content per leaf dry mass,Leaf potassium content per leaf dry mass,Longitude,Measurement Date,Sample Collection Date,USDA Symbol,Vegetation Type,chl_a_mmol_m2,dbh_m,lignin,Cm,plot_id,plot_num,tot_phenolics,407.1,413.5,419.9,426.3,432.7,439.1,445.4,451.8,458.2,464.6,471,477.4,483.8,490.2,496.5,502.9,509.3,515.7,522.1,528.5,534.9,541.2,547.6,554,560.4,566.8,573.2,579.6,586,592.3,598.7,605.1,611.5,617.9,624.3,630.7,637,643.4,649.8,656.2,662.6,669,675.4,681.8,688.1,694.5,700.9,707.3,713.7,720.1,726.5,732.8,739.2,745.6,752,758.4,764.8,771.2,777.6,783.9,790.3,796.7,803.1,809.5,815.9,822.3,828.6,835,841.4,847.8,854.2,860.6,867,873.4,879.7,886.1,892.5,898.9,905.3,911.7,918.1,924.4,930.8,937.2,943.6,950,956.4,962.8,969.2,975.5,983.4,994.4,1005.2,1016.2,1027,1037.9,1048.8,1059.7,1070.6,1081.5,1092.4,1103.3,1114.2,1125.1,1136,1146.9,1157.8,1168.7,1179.6,1190.5,1201.4,1212.3,1223.2,1234.1,1245,1255.9,1266.8,1277.7,1288.6,1299.5,1310.4,1321.3,1506.6,1517.5,1528.4,1539.3,1550.2,1561.1,1572,1582.9,1593.8,1604.6,1615.6,1626.4,1637.4,1648.2,1659.2,1670,1681,1691.8,1702.8,1713.6,1724.6,1735.4,1746.4,1757.2,1768.2,1779,1975.2,1986.2,1997,2008,2018.8,2029.8,2040.6,2051.6,2062.4,2073.4,2084.2,2095.2,2106,2117,2127.8,2138.7,2149.6,2160.5,2171.4,2182.3,2193.2,2204.1,2215,2225.9,2236.8,2247.7,2258.6,2269.5,2280.4,2291.3,2302.2,2313.1,2324,2334.9,2345.8,2356.7,2367.6,2378.5,2389.4
northern red oak,Quercus,rubra,43.64639882,0.235912773,2.435683529,0.22073117,1.006085621,-89.79214143,20180604,20180604,QURU,tree,396.5828488,0.774,8.36553705,0.008578837,bhi2018_p002,2,6.067668945,0.918235294,1.051176471,1.205661765,1.348455882,1.422573529,1.427867647,1.471764706,1.474705882,1.48,1.484411765,1.487352941,1.512426471,1.537352941,1.556691176,1.631764706,1.7475,1.994338235,2.428014706,3.125882353,3.880735294,4.463161765,4.799485294,5.030367647,5.159779412,4.965147059,4.570367647,4.046838235,3.633161765,3.393602941,3.241029412,3.184558824,3.081764706,2.880294118,2.680367647,2.568602941,2.531691176,2.485514706,2.341397059,2.17,2.05375,1.896029412,1.788676471,1.783014706,1.897941176,2.251323529,3.248382353,5.485735294,8.831691176,12.87080882,17.80544118,23.73375,29.82044118,35.39573529,39.71448529,42.535,44.54330882,45.62904412,45.90875,46.22389706,46.43367647,46.58330882,46.76794118,47.00198529,47.16669118,47.27330882,47.43213235,47.60117647,47.72463235,47.88948529,48.09169118,48.65294118,48.80522059,48.92544118,49.05647059,49.11073529,49.16536765,49.10161765,48.43852941,48.33345588,48.31477941,48.10654412,47.98477941,47.60838235,47.06316176,46.56088235,45.89007353,45.13558824,44.11889706,43.61448529,43.50397059,43.91257353,44.27830882,44.69522059,45.19382353,46.34,47.27352941,48.02132353,48.49080882,48.73522059,49.1875,47.58036765,46.16102941,44.88264706,43.57977941,41.26088235,38.48205882,35.43536765,35.53397059,35.77264706,36.02794118,36.54029412,37.37485294,37.68455882,38.69161765,39.55963235,40.21345588,40.59308824,40.66808824,40.53580882,39.96382353,39.04205882,37.57308824,9.089485294,9.916176471,10.75933824,11.58117647,12.42404412,13.26330882,14.06566176,14.91647059,15.68977941,16.45485294,17.1675,17.80352941,18.34419118,18.76529412,18.94007353,19.00904412,18.91029412,18.51073529,18.03948529,17.55470588,17.03617647,16.64705882,16.36389706,15.85698529,15.46911765,15.58794118,2.575,2.711617647,3.156544118,3.658897059,3.608235294,3.811176471,3.964705882,4.316764706,4.539926471,4.733897059,4.902426471,5.143088235,5.415955882,5.659117647,5.879632353,6.084558824,6.322132353,6.573676471,6.865,7.173308824,7.555367647,7.962352941,8.119191176,7.988897059,7.790367647,7.51625,7.097794118,6.705882353,6.378970588,6.142058824,5.711544118,5.349044118,5.375882353,5.152058824,5.143602941,4.841323529,4.907426471,5.080147059,4.861470588
American basswood,Tilia,americana,43.64846854,1.718163194,2.603900128,0.212648604,1.275882844,-89.79071228,20180910,20180911,TIAM,tree,471.3067823,0.608,12.23362138,0.008841478,bhi2018_p004,4,5.295028684,0.542272727,0.597954545,0.735454545,0.867727273,0.939090909,0.965681818,1.006590909,1.026590909,1.037045455,1.052272727,1.058863636,1.096590909,1.115681818,1.159090909,1.2325,1.350454545,1.524090909,1.800227273,2.206363636,2.612727273,2.970909091,3.193636364,3.382272727,3.497954545,3.462272727,3.328636364,3.111136364,2.940227273,2.845454545,2.808636364,2.796363636,2.759090909,2.679545455,2.584545455,2.551363636,2.553636364,2.536363636,2.4275,2.297272727,2.213636364,2.068863636,1.956590909,1.9175,2.012727273,2.422727273,3.406590909,5.151136364,7.481818182,10.22818182,13.54045455,17.34136364,21.11159091,24.355,26.885,28.60863636,29.84590909,30.725,31.15545455,31.61840909,31.99340909,32.3525,32.63863636,33.02681818,33.32977273,33.80727273,34.10818182,34.35818182,34.69681818,34.9825,35.31318182,35.80227273,36.01454545,36.2525,36.51659091,36.79,37.10727273,37.28545455,37.40363636,37.51,37.72568182,37.71522727,37.68840909,38.17045455,38.60704545,37.94431818,37.63545455,37.24931818,36.44295455,36.04704545,36.04886364,34.40340909,34.84295455,35.34431818,35.91159091,36.78227273,37.54818182,38.21840909,38.7025,39.02068182,39.5475,38.7325,38.07931818,37.83636364,37.88613636,35.98840909,33.94227273,31.27886364,30.89522727,30.99863636,31.10727273,31.46318182,32.05886364,32.30272727,33.08477273,33.78545455,34.29795455,34.68454545,34.75363636,34.75931818,34.49954545,34.01090909,32.98159091,8.420681818,9.119090909,9.814318182,10.54159091,11.26840909,12.00113636,12.695,13.41590909,14.0975,14.73909091,15.33386364,15.89113636,16.34545455,16.69431818,16.82136364,16.84272727,16.76636364,16.4175,16.02931818,15.56954545,15.15272727,14.88522727,14.69204545,14.26477273,13.99954545,14.22454545,2.522727273,2.696363636,3.1025,3.508863636,3.408181818,3.706363636,3.850681818,4.144090909,4.389090909,4.526363636,4.685681818,4.866590909,5.083409091,5.299318182,5.458409091,5.668863636,5.8975,6.072727273,6.346590909,6.615454545,7.012272727,7.385227273,7.420909091,7.303636364,7.080909091,6.879545455,6.505227273,5.997045455,5.795,5.479318182,5.266363636,4.850681818,4.9375,4.708636364,4.674772727,4.525454545,4.563863636,4.593181818,4.251590909
sugar maple,Acer,saccharum,43.64881574,0.025357047,3.19538376,0.28189418,1.3982334,-89.79050518,20180516,20180517,ACSA3,tree,189.7549445,0.569,4.851610204,0.004830164,bhi2018_p005,5,14.52653032,1.479880952,1.6125,1.793690476,1.932857143,2.031785714,2.05452381,2.064642857,2.086785714,2.134166667,2.161547619,2.191666667,2.253928571,2.287142857,2.384166667,2.546785714,2.926785714,3.667857143,4.936309524,6.730833333,8.477261905,9.783095238,10.64261905,11.29702381,11.67678571,11.51880952,10.86488095,9.877380952,9.042857143,8.471785714,8.14547619,7.971428571,7.624642857,7.031428571,6.428571429,6.080714286,5.97202381,5.779880952,5.161190476,4.473095238,3.993571429,3.344642857,2.885952381,2.737619048,2.901666667,4.005357143,7.49952381,13.33964286,19.70666667,25.27488095,30.5027381,35.24845238,39.0677381,41.89571429,43.82916667,44.98309524,46.04571429,46.65559524,46.59511905,46.79107143,47.00059524,47.19595238,47.3575,47.59880952,47.71214286,47.895,48.1552381,48.27857143,48.45654762,48.56119048,48.7172619,49.1572619,49.24928571,49.3997619,49.4977381,49.5575,49.59202381,49.55535714,49.74285714,49.65857143,49.20488095,49.03892857,48.84035714,48.56678571,48.4327381,47.85190476,47.54071429,47.065,46.29166667,45.80214286,45.84357143,44.69261905,45.04107143,45.34666667,45.69630952,46.50416667,47.17595238,47.72285714,48.01369048,48.22345238,48.6247619,47.41369048,46.45916667,45.25357143,45.28690476,43.63857143,41.41035714,39.58607143,39.6727381,40.01619048,40.58595238,41.18202381,42.05607143,41.98464286,42.67047619,43.32488095,43.77107143,44.07321429,44.04869048,43.9225,43.48440476,42.83928571,41.72190476,14.6377381,15.79309524,17.00297619,18.12880952,19.24559524,20.31654762,21.31809524,22.30821429,23.20154762,24.00178571,24.72369048,25.36654762,25.8522619,26.1672619,26.26154762,26.47130952,26.50357143,26.16,25.72488095,25.29285714,24.7997619,24.28309524,23.82107143,23.12071429,22.46321429,22.27761905,4.433452381,4.885833333,5.407619048,5.835952381,6.166547619,6.885,7.218809524,7.748333333,8.176190476,8.512738095,8.822261905,9.193214286,9.524285714,9.876904762,10.13535714,10.39869048,10.69511905,10.9775,11.28392857,11.67845238,12.1302381,12.60130952,12.64047619,12.51190476,12.28583333,11.95714286,11.5947619,11.0277381,10.6902381,10.3522619,9.81952381,9.39202381,9.190833333,8.875833333,8.537857143,8.242261905,8.158452381,8.056309524,7.571785714
northern red oak,Quercus,rubra,43.65027247,0.54232384,2.959140907,0.270712017,1.41541972,-89.78873755,20180516,20180518,QURU,tree,160.0254687,0.934,5.961544861,0.006967258,bhi2018_p006,6,12.7593341,1.30208,1.42872,1.59216,1.72144,1.832,1.8708,1.89368,1.91144,1.95032,1.98872,2.02192,2.07352,2.11712,2.20312,2.33984,2.63064,3.15864,4.02928,5.2072,6.39728,7.33464,8.0092,8.52992,8.83464,8.75888,8.38088,7.80256,7.32464,6.99008,6.80944,6.70384,6.50048,6.14432,5.77344,5.57992,5.54296,5.4352,4.9504,4.42152,4.09184,3.6256,3.24408,3.11304,3.27328,4.26392,7.00168,11.0956,15.22464,18.63984,21.68704,24.26216,26.19112,27.77536,28.85848,29.58024,30.40184,30.77832,30.59952,30.91184,31.15856,31.4396,31.6784,31.8928,32.04272,32.22528,32.3368,32.54592,32.73472,32.88712,33.08152,33.42984,33.53768,33.7352,33.84344,33.92216,33.97944,33.91512,34.2608,34.06488,34.036,33.96992,33.82592,33.99176,33.90272,33.3456,33.18528,32.94656,32.296,31.83568,32.06192,32.04608,32.36296,32.67496,33.08128,33.76968,34.33248,34.86536,35.15944,35.38456,35.7176,34.89424,34.17136,33.42816,33.6068,32.0164,30.3736,28.71608,28.80904,29.10024,29.49368,29.92272,30.57808,30.69344,31.3876,31.97616,32.38208,32.65928,32.70152,32.73808,32.4476,31.98088,31.13176,11.18864,12.02728,12.81184,13.55808,14.31632,15.05216,15.7512,16.50392,17.19128,17.80096,18.374,18.83376,19.22912,19.48912,19.5452,19.61952,19.58872,19.23248,18.80576,18.402,17.9684,17.64448,17.43552,16.98528,16.62952,16.63592,4.53424,4.90072,5.14728,5.14984,5.41752,6.11776,6.24088,6.50104,6.73088,6.9204,7.10112,7.32408,7.54568,7.73576,7.90992,8.07056,8.28152,8.48608,8.71928,9.04152,9.38904,9.76488,9.73288,9.58192,9.40392,9.04384,8.66848,8.3196,7.99152,7.7276,7.34744,7.00704,7.01224,6.806,6.59688,6.40792,6.4336,6.43632,6.03848
sugar maple,Acer,saccharum,43.65030194,0.08969433,3.244549713,0.296450206,1.502672373,-89.78679218,20180516,20180518,ACSA3,tree,234.1810396,0.476,5.418956072,0.00383678,bhi2018_p009,9,10.43229038,1.341791045,1.450895522,1.624776119,1.738656716,1.809701493,1.823134328,1.815373134,1.822238806,1.846716418,1.865223881,1.884179104,1.925373134,1.956119403,2.02761194,2.151791045,2.447462687,3.053880597,4.164029851,5.885223881,7.683731343,9.091044776,10.06641791,10.81850746,11.26358209,11.07791045,10.33328358,9.237313433,8.325373134,7.724925373,7.362537313,7.161044776,6.806716418,6.22358209,5.643731343,5.319402985,5.215522388,5.040298507,4.451940299,3.816865672,3.391492537,2.845970149,2.458507463,2.332238806,2.47119403,3.433134328,6.679552239,12.47253731,19.04343284,24.96238806,30.49716418,35.68776119,39.97955224,43.35014925,45.66104478,47.07059701,48.38208955,48.86597015,48.94208955,49.21402985,49.4238806,49.58820896,49.79656716,50.01910448,50.1538806,50.20343284,50.40298507,50.58716418,50.74283582,50.9938806,51.2319403,51.6358209,51.75134328,51.89686567,52.01059701,52.03940299,52.07776119,52.02522388,52.00791045,51.9361194,51.34597015,51.16432836,51.05701493,50.52447761,49.56850746,49.36731343,48.88432836,48.39313433,47.63223881,47.3958209,47.40149254,47.0880597,47.66865672,48.05119403,48.45358209,49.38880597,50.14925373,50.70791045,51.01940299,51.28791045,51.64208955,50.30104478,49.13895522,47.83895522,46.58447761,44.80298507,42.53567164,40.39985075,40.87671642,41.34164179,41.83820896,42.49477612,43.3838806,43.46268657,44.25462687,45.01462687,45.50492537,45.78791045,45.72014925,45.55850746,45.03701493,44.18432836,42.73343284,14.2380597,15.40492537,16.68955224,17.87074627,19.01910448,20.12074627,21.17402985,22.18149254,23.13298507,23.94761194,24.69716418,25.35373134,25.88865672,26.25223881,26.36253731,26.51955224,26.52059701,26.1441791,25.66462687,25.19567164,24.69567164,24.13059701,23.59283582,22.86462687,22.13223881,21.90791045,4.087462687,4.482686567,5.077462687,5.601641791,5.80761194,6.459104478,6.824328358,7.365820896,7.799701493,8.164776119,8.497014925,8.904328358,9.291641791,9.640298507,9.917014925,10.20477612,10.49895522,10.7780597,11.07776119,11.45253731,11.90567164,12.4361194,12.42,12.27880597,12.05447761,11.73089552,11.40955224,10.91880597,10.50522388,10.09701493,9.58761194,9.159850746,8.888656716,8.572238806,8.242686567,7.880746269,7.869253731,7.660895522,7.26
northern red oak,Quercus,rubra,43.65198302,0.320211587,3.387379781,0.326002669,1.558282895,-89.78726677,20180516,20180518,QURU,tree,151.0540184,0.74,8.556312094,0.005558351,bhi2018_p010,10,8.273237546,1.426666667,1.554722222,1.708611111,1.828611111,1.944444444,1.934166667,1.948055556,1.949166667,1.985555556,2.016388889,2.044444444,2.092777778,2.128055556,2.217222222,2.339444444,2.611111111,3.110277778,3.968333333,5.175833333,6.369444444,7.316111111,7.976388889,8.5075,8.790555556,8.750833333,8.308611111,7.6675,7.113888889,6.744722222,6.538333333,6.406388889,6.175,5.825,5.456111111,5.2425,5.196388889,5.043888889,4.542222222,4.029444444,3.729166667,3.305277778,2.995,2.893055556,3.043333333,3.9925,6.799722222,11.20194444,15.85833333,19.80805556,23.34444444,26.47777778,28.94416667,30.71944444,31.9275,32.66277778,33.29888889,33.82861111,33.945,34.24305556,34.49277778,34.62722222,34.74444444,35.00361111,35.09138889,35.25638889,35.45222222,35.62,35.8175,35.9775,36.18694444,36.51333333,36.64277778,36.80222222,36.85583333,36.92694444,37.01388889,36.86027778,37.12527778,36.90611111,36.83194444,36.70277778,36.57805556,36.36,36.64944444,35.65777778,35.66166667,35.17777778,34.75638889,34.31805556,34.40055556,35.31944444,35.88583333,36.22527778,36.64833333,37.37972222,38.02444444,38.58527778,38.96388889,39.13944444,39.44805556,38.5175,37.69666667,36.82472222,36.14888889,34.61055556,32.89916667,31.11861111,31.32027778,31.60138889,31.94944444,32.46472222,33.15055556,33.29361111,33.9875,34.65416667,35.09722222,35.36694444,35.39888889,35.33,34.95722222,34.38888889,33.2925,11.2775,12.13472222,13.03388889,13.89805556,14.74611111,15.56777778,16.36722222,17.1275,17.91666667,18.56111111,19.1725,19.72555556,20.15638889,20.4775,20.57972222,20.63722222,20.57722222,20.17833333,19.73666667,19.30805556,18.815,18.45416667,18.1425,17.60416667,17.21611111,17.15333333,4.176111111,4.553611111,4.917222222,5.0925,5.326666667,5.811111111,6.030277778,6.353055556,6.586666667,6.841944444,7.034722222,7.314722222,7.578055556,7.861388889,8.050277778,8.281111111,8.465833333,8.671388889,8.945833333,9.23,9.624444444,9.999166667,9.980833333,9.860277778,9.688333333,9.320277778,8.989444444,8.571666667,8.201944444,7.945277778,7.490833333,7.213888889,7.150555556,6.970555556,6.728055556,6.533888889,6.618333333,6.475833333,6.126388889
sugar maple,Acer,saccharum,43.6532572,0.104976101,2.970899779,0.254033764,1.165323205,-89.78965698,20180516,20180517,ACSA3,tree,147.8641629,0.648,2.444917055,0.004724739,bhi2018_p011,11,14.55576111,1.136111111,1.243555556,1.383222222,1.491666667,1.569888889,1.556777778,1.559111111,1.566666667,1.594555556,1.608111111,1.625444444,1.670888889,1.689777778,1.767777778,1.909111111,2.231333333,2.883444444,4.012555556,5.653222222,7.249222222,8.453666667,9.252666667,9.842,10.183,10.00933333,9.373333333,8.430555556,7.644666667,7.101555556,6.798666667,6.642111111,6.332888889,5.793333333,5.254,4.947444444,4.861111111,4.706111111,4.18,3.597111111,3.190777778,2.621555556,2.230111111,2.112555556,2.258666667,3.198,6.202,11.34455556,17.06877778,22.16766667,26.967,31.48344444,35.20955556,38.06244444,40.03233333,41.18211111,42.18133333,42.70444444,42.79544444,43.036,43.23522222,43.332,43.48633333,43.71611111,43.77855556,43.87655556,44.15166667,44.33922222,44.49744444,44.64133333,44.83755556,45.22811111,45.34733333,45.48822222,45.57822222,45.65988889,45.71566667,45.577,45.73166667,45.68144444,45.28333333,45.062,44.94533333,44.645,44.23744444,43.76511111,43.42166667,43.028,42.27711111,41.93766667,41.88344444,42.07233333,42.52033333,42.89788889,43.28733333,44.12288889,44.83788889,45.38433333,45.72,45.92511111,46.27066667,45.08533333,44.13111111,43.00155556,42.451,40.74744444,38.63711111,36.66644444,36.88688889,37.28366667,37.73177778,38.36122222,39.15944444,39.21377778,39.93622222,40.58077778,41.05944444,41.34922222,41.30733333,41.16477778,40.73711111,40.043,38.78488889,12.77988889,13.82444444,14.87433333,15.87444444,16.892,17.86633333,18.78644444,19.67522222,20.52644444,21.285,21.94511111,22.569,23.05088889,23.319,23.40111111,23.59133333,23.64144444,23.30733333,22.91122222,22.49466667,22.02388889,21.56944444,21.11944444,20.46366667,19.87766667,19.70677778,3.856111111,4.226222222,4.724333333,5.159444444,5.373888889,5.947222222,6.258888889,6.699444444,7.034,7.33,7.595777778,7.908555556,8.219333333,8.492666667,8.722,8.962,9.208333333,9.452777778,9.752888889,10.08911111,10.49755556,10.93722222,10.96288889,10.87377778,10.661,10.37988889,10.05011111,9.548666667,9.220666667,8.922222222,8.513333333,8.091111111,7.935444444,7.613,7.362,7.137777778,7.060222222,6.939777778,6.511222222
northern red oak,Quercus,rubra,43.65175583,0.570394916,2.247324451,0.158968385,0.496998883,-89.79251379,20180926,20180929,QURU,tree,421.5518349,0.877,19.92924398,0.014773373,bhi2018_p015,15,5.560726324,0.730689655,0.850137931,1.010206897,1.141793103,1.21462069,1.214551724,1.25137931,1.258068966,1.274275862,1.27937931,1.28462069,1.313517241,1.341310345,1.372827586,1.429241379,1.502896552,1.652413793,1.893655172,2.299655172,2.714068966,3.054482759,3.255724138,3.421103448,3.520206897,3.451586207,3.27737931,3.004758621,2.796551724,2.696896552,2.637034483,2.623103448,2.576965517,2.467172414,2.362,2.318482759,2.310896552,2.302068966,2.22862069,2.129931034,2.052896552,1.915034483,1.825724138,1.802,1.885310345,2.169103448,2.982896552,4.699586207,7.209310345,10.19048276,13.5517931,17.45310345,21.39758621,24.65606897,27.16489655,28.74558621,29.78262069,30.07758621,31.25165517,31.43462069,31.71255172,31.92386207,32.13365517,32.42351724,32.7942069,32.90682759,33.18524138,33.49772414,33.73510345,34.04993103,34.34317241,34.67489655,34.96965517,35.00358621,35.22765517,35.4177931,35.58586207,35.87868966,35.60393103,35.97048276,35.85268966,35.86482759,36.22455172,36.08848276,35.36710345,35.83296552,35.59227586,35.34172414,34.68337931,34.74537931,34.60089655,34.41234483,34.92606897,35.31331034,35.61875862,36.60103448,37.42144828,37.97731034,38.46537931,39.088,39.77110345,38.998,38.24593103,37.99758621,36.88696552,35.864,34.35627586,32.33075862,32.55641379,32.80241379,32.90213793,33.33675862,34.05744828,34.37041379,35.41351724,36.28572414,36.90731034,37.35710345,37.63717241,37.74682759,37.54482759,37.03310345,35.96489655,9.165793103,9.951724138,10.79503448,11.62124138,12.43958621,13.24586207,14.0317931,14.81586207,15.60765517,16.36537931,17.06510345,17.72351724,18.24103448,18.6017931,18.688,18.71786207,18.60751724,18.20772414,17.72910345,17.17793103,16.71165517,16.4497931,16.25117241,15.848,15.49937931,15.8282069,2.658068966,2.834068966,3.248482759,3.693241379,3.733172414,3.892137931,4.065448276,4.394206897,4.612965517,4.749448276,4.910689655,5.113655172,5.332206897,5.552965517,5.756551724,5.928,6.160344828,6.399724138,6.666551724,7.016551724,7.330965517,7.774275862,7.871448276,7.793931034,7.547862069,7.199448276,6.780827586,6.308206897,6.047793103,5.822551724,5.460137931,5.123586207,5.143586207,4.987103448,4.86862069,4.751724138,4.779724138,4.767793103,4.653724138
red maple,Acer,rubrum,43.6508065,0.057711519,2.137266958,0.139922149,0.38749495,-89.79341214,20180604,20180607,ACRU,tree,325.0225168,,8.453349894,0.007865991,bhi2018_p016,16,18.88171084,0.873030303,1.00030303,1.160151515,1.281363636,1.34,1.313939394,1.342121212,1.338787879,1.351818182,1.354393939,1.349848485,1.375454545,1.409848485,1.421666667,1.498939394,1.634393939,1.924242424,2.474242424,3.338181818,4.28030303,5.012575758,5.422575758,5.709242424,5.901818182,5.757878788,5.338030303,4.750151515,4.277878788,3.992424242,3.823181818,3.772727273,3.646515152,3.412727273,3.156969697,3.008636364,2.959848485,2.877878788,2.633030303,2.358939394,2.196363636,1.983484848,1.813484848,1.772575758,1.879545455,2.339393939,3.795909091,6.916969697,11.20545455,15.73287879,20.83030303,26.48757576,32.02318182,37.12848485,41.11333333,43.73075758,45.99151515,46.60227273,46.86560606,47.17090909,47.36469697,47.59848485,47.67227273,47.91575758,48.13742424,48.55712121,48.55227273,48.68,48.67,48.84348485,48.99893939,49.60575758,49.74606061,49.88606061,49.98924242,50.10287879,50.19333333,50.35333333,49.96606061,49.84954545,49.55636364,49.16772727,48.99606061,49.91287879,48.87530303,48.60424242,47.58606061,46.7480303,45.54257576,44.71848485,44.56863636,42.66727273,42.95439394,43.27772727,43.73590909,44.76181818,45.64090909,46.28075758,46.7230303,46.95287879,47.44742424,46.01045455,44.70484848,43.88090909,43.23045455,40.96333333,38.58969697,35.47545455,35.54227273,35.95848485,36.36,36.94742424,37.63378788,37.8580303,38.74939394,39.52015152,40.08924242,40.53106061,40.48984848,40.34409091,39.85924242,39.18318182,37.89409091,10.41363636,11.25712121,12.06015152,12.85090909,13.685,14.49348485,15.27075758,16.09727273,16.80090909,17.53090909,18.12242424,18.66590909,19.07227273,19.21787879,19.28166667,19.56727273,19.66333333,19.35272727,19.01878788,18.63484848,18.16424242,17.81939394,17.56863636,17.06742424,16.62121212,16.79848485,3.040757576,3.226818182,3.707424242,4.109242424,4.178484848,4.561212121,4.747272727,5.114242424,5.382878788,5.584242424,5.691212121,5.94030303,6.178030303,6.316212121,6.482727273,6.632121212,6.888939394,7.118939394,7.357424242,7.668939394,8.099393939,8.519545455,8.619393939,8.555151515,8.412272727,8.108939394,7.805909091,7.465454545,7.265,6.935,6.593939394,6.172878788,6.070909091,5.842878788,5.677575758,5.632424242,5.532424242,5.551363636,5.433484848
